Symbol,Company Name,Market Cap,Div. ($),Div. Yield,Payout Ratio,Div. Growth,Payout Freq.,Div. Gr. Years,Div. Years,Div. Growth 3Y,Div. Growth 5Y,Category,fiveYearAvgDivdendYield,Trainling_5Y_avg_dividend_yield,Trainling_5Y_min_dividend_yield,Trainling_5Y_max_dividend_yield,Trainling_10Y_avg_dividend_yield,Trainling_10Y_min_dividend_yield,Trainling_10Y_max_dividend_yield,Sector,Industry,FCF_Dividend_Ratio,Debt_to_Equity,ROE,EPS_Growth,Revenue_Growth,Trailing_EPS,Five_y_DividendYield_diff,Ten_y_DividendYield_diff
DOV,Dover Corporation,25.10B,2.10,0.0113,0.2527,0.0097,Quarterly,71.0,71.0,0.0098,0.009899999999999999,Aristocrat+King,0.0125,0.01340874903720643,0.01011326581956008,0.018037849237943628,0.01796841976226743,0.01011326581956008,0.03248246249697848,Industrials,Specialty Industrial Machinery,3.93,42.32,14.91,0.141,0.069,8.27,-0.09600000000000011,-0.3711188769237626
EXPD,"Expeditors International of Washington, Inc.",25.01B,1.62,0.0084,0.23010000000000003,0.0533,Semi-Annual,31.0,34.0,0.0513,0.0751,Aristocrat,0.0114,0.013307165151916574,0.009019934757078444,0.020272630253775337,0.014354898877082028,0.008851045439150933,0.02845117656102475,Industrials,Integrated Freight & Logistics,4.6,26.75,42.67,0.515,0.321,6.87,-0.2631578947368422,-0.4148339133610464
RF,Regions Financial Corporation,24.35B,1.20,0.042,0.4878,0.0788,Quarterly,13.0,56.0,0.0924,0.1151,SCHD,0.0389,0.05072560980173109,0.0342161133883589,0.08464446182236617,0.049718590672234136,0.02223948406237855,0.13194166381228217,Financial Services,Banks - Regional,2.14,,11.87,0.085,0.034,2.46,0.07969151670951172,-0.15524556444325485
DRI,"Darden Restaurants, Inc.",24.02B,6.48,0.030600000000000002,0.6243,0.0737,Quarterly,5.0,32.0,0.07400000000000001,0.1822,SCHD,0.0307,0.03578612345936947,0.01954630218736427,0.05555368172354736,0.035114610398308974,0.011696672491875513,0.11928185909189656,Consumer Cyclical,Restaurants,1.57,364.51,53.72,0.36,0.137,10.44,-0.0032573289902279932,-0.12856786241109436
PPG,"PPG Industries, Inc.",23.33B,2.96,0.0281,0.4235,0.0436,Quarterly,55.0,56.0,0.045700000000000005,0.0537,Aristocrat+King,0.0207,0.023968630350093115,0.0144674713454195,0.037358039832178044,0.021986246944451785,0.014424787504262663,0.03916258104741446,Basic Materials,Specialty Chemicals,1.85,86.94,19.3,-0.015,0.072,6.97,0.35748792270531404,0.2780716995945057
CHD,"Church & Dwight Co., Inc.",22.64B,1.23,0.0129,0.395,0.0417,Quarterly,30.0,52.0,0.0408,0.0407,Aristocrat,0.0116,0.012899224897190678,0.010329245366632885,0.01922188930912593,0.014081425763168863,0.010329245366632885,0.023924294601121988,Consumer Defensive,Household & Personal Products,3.81,55.85,17.04,0.09,0.016,3.12,0.11206896551724145,-0.08389958396535244
TROW,"T. Rowe Price Group, Inc.",22.32B,5.20,0.0499,0.522,0.023799999999999998,Quarterly,40.0,41.0,0.0208,0.0454,Aristocrat+SCHD,0.0429,0.05515895521083345,0.04045318434788247,0.09757067393131554,0.04582145376288525,0.024820782657059087,0.09757067393131554,Financial Services,Asset Management,1.29,3.7,19.4,0.286,0.107,9.96,0.16317016317016314,0.08900953379218869
BRO,"Brown & Brown, Inc.",21.59B,0.66,0.0102,0.2078,0.1,Quarterly,33.0,41.0,0.12789999999999999,0.12269999999999999,Aristocrat,0.0065,0.00801561764247645,0.004557399293556518,0.01465318883518512,0.009690343676339561,0.004557399293556518,0.018809456116953404,Financial Services,Insurance Brokers,7.16,63.98,10.02,0.071,0.324,3.13,0.5692307692307694,0.052594246466700904
PKG,Packaging Corporation of America,21.12B,6.00,0.025,0.7145,0.1,Quarterly,,24.0,0.0323,0.0658,SCHD,0.0282,0.033353330603906994,0.020525887576523755,0.05022961636189445,0.03502407399534449,0.020525887576523755,0.06273650648856192,Consumer Cyclical,Packaging & Containers,1.62,94.47,14.89,-0.195,0.147,7.7,-0.11347517730496447,-0.2862052540397476
BBY,"Best Buy Co., Inc.",19.56B,3.84,0.041299999999999996,0.6386999999999999,0.0106,Quarterly,21.0,24.0,0.0171,0.0764,SCHD,0.0452,0.05870282974199855,0.02928886087926553,0.08778736217855793,0.04757369055590699,0.024297447518311727,0.08778736217855793,Consumer Cyclical,Specialty Retail,1.57,130.1,43.13,0.701,0.036,6.01,-0.08628318584070799,-0.13187311059112314
LYB,LyondellBasell Industries N.V.,19.49B,2.76,0.045700000000000005,,-0.3653,Quarterly,12.0,16.0,-0.11,-0.0463,SCHD,0.0625,0.10709834879007475,0.059853627162759285,0.19489087283703246,0.09369160186254621,0.04905251148893401,0.22570192798443942,Basic Materials,Specialty Chemicals,0.22,132.76,-2.27,3.96,0.198,-0.83,-0.26879999999999993,-0.5122294945170656
AMCR,Amcor plc,19.46B,2.60,0.0617,1.0924,0.0196,Quarterly,6.0,8.0,0.02,0.0204,Aristocrat+SCHD,0.0496,0.06432394606350654,0.04790355112349327,0.09050625381441291,0.06723949339719727,0.04790355112349327,0.10743291386207932,Consumer Cyclical,Packaging & Containers,1.03,128.29,9.4,,0.259,2.38,0.2439516129032258,-0.08238452012828781
DINO,HF Sinclair Corporation,19.42B,2.10,0.0192,0.2016,0.0125,Quarterly,,39.0,0.0499,0.0766,SCHD,0.0336,0.04248491567801715,0.008179218054785166,0.08167038213360696,0.04893103547945462,0.008179218054785166,0.12214949154108215,Energy,Oil & Gas Refining & Marketing,2.11,32.26,19.5,3.502,0.532,10.49,-0.4285714285714286,-0.6076110016502353
SNA,Snap-on Incorporated,19.14B,9.76,0.0263,0.4979,0.1402,Quarterly,16.0,56.0,0.1463,0.14679999999999999,SCHD,0.0246,0.027949656167205055,0.02166354012577785,0.039161492434057546,0.027914092038985233,0.01910071283625234,0.062202563386546825,Industrials,Tools & Accessories,2.18,21.59,17.93,0.051,0.042,19.61,0.06910569105691057,-0.05782355509650709
GIS,"General Mills, Inc.",18.97B,2.44,0.06849999999999999,,0.0124,Quarterly,6.0,56.0,0.0336,0.0365,SCHD,0.0384,0.045391535724907284,0.028473974286835884,0.08702045214691066,0.04820462067998455,0.028473974286835884,0.08702045214691066,Consumer Defensive,Packaged Foods,1.24,188.88,-1.03,,0.012,-0.16,0.7838541666666666,0.42102559949076535
CF,"CF Industries Holdings, Inc.",18.61B,2.40,0.0195,0.1563,0.05,Quarterly,,22.0,0.0949,0.1184,SCHD,0.0203,0.022590183033087647,0.012007482690323987,0.03574130339239293,0.0315742602936394,0.012007482690323987,0.08280720153267114,Basic Materials,Agricultural Inputs,5.52,40.5,29.87,0.996,0.176,13.49,-0.03940886699507383,-0.3824083345531849
ESS,"Essex Property Trust, Inc.",18.00B,10.36,0.0383,1.6118000000000001,0.0177,Quarterly,1.0,33.0,0.0424,0.0437,Aristocrat,0.035,0.04091652816280046,0.027726334362188326,0.06350899015134494,0.039981735190906496,0.027726334362188326,0.06350899015134494,Real Estate,REIT - Residential,1.43,122.41,7.71,-0.718,0.031,6.43,0.0942857142857142,-0.04206258640042696
CHRW,"C.H. Robinson Worldwide, Inc.",17.86B,2.52,0.0165,0.48109999999999997,0.0161,Quarterly,28.0,30.0,0.0108,0.0432,Aristocrat,0.0228,0.02828427983628533,0.015010508499257808,0.04731206668976037,0.0299328946785361,0.015010508499257808,0.04731206668976037,Industrials,Integrated Freight & Logistics,2.8,121.19,37.12,0.238,0.193,5.25,-0.2763157894736842,-0.44876697769455587
EWBC,"East West Bancorp, Inc.",17.53B,3.20,0.025099999999999997,0.2882,0.2766,Quarterly,8.0,28.0,0.177,0.1885,SCHD,0.0238,0.028584839091640765,0.019974153773012194,0.05699403256272473,0.026352910753658074,0.013411151168274727,0.06897269413310317,Financial Services,Banks - Regional,4.5,,16.58,0.174,0.163,10.41,0.05462184873949561,-0.047543543306090334
NDSN,Nordson Corporation,17.52B,3.76,0.011899999999999999,0.3803,0.0759,Quarterly,63.0,63.0,0.0894,0.1514,Aristocrat+King,0.0108,0.013007121269992207,0.007418184918970822,0.01838735909196777,0.011946474225757597,0.007201097786044137,0.019866297412308952,Industrials,Specialty Industrial Machinery,3.69,55.62,17.76,0.23,0.103,9.88,0.10185185185185171,-0.0038902043296921477
GPC,Genuine Parts Company,17.42B,4.25,0.0335,,0.031200000000000002,Quarterly,70.0,70.0,0.0404,0.0545,Aristocrat+King,0.0276,0.03555888638794741,0.026105443200495106,0.05710235748706185,0.03924571519912424,0.026105443200495106,0.09238172884811642,Consumer Cyclical,Auto Parts,0.75,146.41,0.71,-0.098,0.06,0.26,0.21376811594202907,-0.14640363081604513
BEN,Franklin Templeton Inc.,17.11B,1.32,0.0392,0.8976000000000001,0.0313,Quarterly,46.0,46.0,0.0323,0.0334,Aristocrat,0.048,0.05796695843709613,0.036622867856734166,0.08953159333186135,0.06623685832277544,0.026584744232816107,0.21337082222184686,Financial Services,Asset Management,1.33,24.8,7.89,1.067,0.143,1.47,-0.18333333333333338,-0.40818449134503804
OVV,Ovintiv Inc.,16.57B,1.20,0.019799999999999998,0.3471,,Quarterly,,54.0,0.0294,0.2329,SCHD,0.0225,0.025055151574536423,0.010389714151879325,0.04067460830559911,0.02380975334191016,0.0052327386037367175,0.24923192069225156,Energy,Oil & Gas E&P,4.89,43.73,8.41,0.373,0.297,3.58,-0.12000000000000005,-0.16840801684627932
APA,APA Corporation,15.33B,1.00,0.022799999999999997,0.21170000000000003,,Quarterly,,56.0,,0.48710000000000003,SCHD,0.0278,0.030863973524548862,0.004238478782181102,0.07599234203453245,0.03530270765175977,0.004238478782181102,0.2928321096109692,Energy,Oil & Gas E&P,4.94,48.85,26.66,0.263,0.092,4.74,-0.17985611510791372,-0.3541571874625468
UNM,Unum Group,14.86B,2.02,0.021400000000000002,0.4768,0.0959,Quarterly,17.0,40.0,0.11630000000000001,0.10289999999999999,SCHD,0.0289,0.036763849366851016,0.020191998037226152,0.07476687659715604,0.042460795010701956,0.019871826084289168,0.13599517790097715,Financial Services,Insurance - Life,1.81,36.88,6.35,-0.162,0.003,4.31,-0.2595155709342559,-0.49600566841468047
SWK,"Stanley Black & Decker, Inc.",13.40B,3.36,0.0378,0.8220999999999999,0.012199999999999999,Quarterly,59.0,59.0,0.0123,0.0287,Aristocrat+King,0.0349,0.04440175764862684,0.01767063962628367,0.07803454204769592,0.03475230228656551,0.015310617342668703,0.07803454204769592,Industrials,Tools & Accessories,1.37,58.17,6.89,2.478,0.004,4.09,0.08309455587392549,0.08769772109782381
SWKS,"Skyworks Solutions, Inc.",13.36B,2.84,0.032,1.4679,0.0143,Quarterly,12.0,13.0,0.0462,0.0726,SCHD,0.0292,0.03440943453578046,0.01367147624507361,0.06500113941694396,0.026333471006826217,0.011257084273380149,0.06500113941694396,Technology,Semiconductors,2.49,11.87,5.09,-0.686,-0.031,1.93,0.09589041095890412,0.21518352030785814
ALB,Albemarle Corporation,13.33B,1.64,0.014499999999999999,3.3642000000000003,0.0031,Quarterly,31.0,33.0,0.0062,0.0088,Aristocrat,0.0118,0.014342283354496789,0.006118075875139614,0.03625567972525343,0.016288418220210783,0.006118075875139614,0.03947635496438867,Basic Materials,Specialty Chemicals,1.94,18.98,2.65,,0.311,0.27,0.22881355932203384,-0.10979692417227487
MKC,"McCormick & Company, Incorporated",13.16B,1.92,0.0391,0.3195,0.0678,Quarterly,39.0,56.0,0.0706,0.0728,Aristocrat,0.0211,0.026774424372451554,0.014843047409335773,0.0480295554468426,0.023566704324979433,0.014843047409335773,0.0480295554468426,Consumer Defensive,Packaged Foods,1.53,65.14,24.73,-0.142,0.167,6.01,0.8530805687203792,0.659120403974183
CNA,CNA Financial Corporation,12.95B,1.92,0.039900000000000005,0.4229,0.0209,Quarterly,2.0,16.0,0.10890000000000001,0.1153,SCHD,0.0377,0.10848587842495937,0.07884390252960974,0.18482824031680328,0.12982613793312212,0.07884390252960974,0.35149953830811037,Financial Services,Insurance - Property & Casualty,2.3,26.58,11.32,0.073,0.03,4.54,0.058355437665782696,-0.6926658942858344
SJM,The J. M. Smucker Company,12.79B,4.48,0.0373,2.0852,0.0184,Quarterly,30.0,56.0,0.023700000000000002,0.0368,Aristocrat,0.0338,0.042790944188810104,0.031716919010053836,0.062239950072584704,0.04232618645247156,0.03107017815858329,0.062239950072584704,Consumer Defensive,Packaged Foods,2.49,120.68,3.93,,0.05,2.14,0.10355029585798826,-0.11874886149064032
RPM,RPM International Inc.,12.65B,2.16,0.0217,0.4182,0.0588,Quarterly,53.0,54.0,0.0874,0.0728,King,0.0177,0.02105442942910344,0.013935117005533184,0.028288067051643613,0.024013054325630792,0.013935117005533184,0.03675679486953498,Basic Materials,Specialty Chemicals,2.49,89.02,21.37,-0.014,0.072,5.17,0.22598870056497175,-0.09632486955905101
ERIE,Erie Indemnity Company,12.34B,5.85,0.024700000000000003,0.5309,0.07139999999999999,Quarterly,36.0,36.0,0.0711,0.0716,Aristocrat,0.018,0.02084675888601646,0.009524253092296363,0.04353597111840268,0.025445357732925535,0.009524253092296363,0.045427264570703715,Financial Services,Insurance Brokers,2.25,2.56,24.81,0.032,0.028,11.02,0.3722222222222225,-0.029292483947319814
WSO,"Watsco, Inc.",12.24B,13.20,0.0416,1.1314,0.10529999999999999,Quarterly,12.0,43.0,0.0968,0.1108,SCHD,0.0275,0.03088589014381009,0.019510085238784405,0.049745431911812986,0.03662664348601788,0.019510085238784405,0.0658791341148198,Industrials,Industrial Distribution,1.13,15.41,16.74,-0.117,0.021,11.66,0.5127272727272727,0.1357852110003114
BF.B,Brown-Forman Corporation,11.97B,0.92,0.0354,0.5959,0.0199,Quarterly,53.0,56.0,0.0398,0.051699999999999996,Aristocrat,0.0196,0.025913835662834957,0.012368524728489077,0.04629449132143073,0.023194667187429786,0.009782953740812771,0.04629449132143073,Consumer Defensive,Beverages - Wineries & Distilleries,2.09,61.5,18.12,0.057,-0.014,1.55,0.806122448979592,0.5262128882446231
AFG,"American Financial Group, Inc.",11.73B,3.52,0.0248,0.6133,-0.237,Quarterly,,41.0,-0.0625,-0.17170000000000002,SCHD,0.0204,0.12882572031382206,0.0478429782894245,0.37729014615187084,0.11151629492397402,0.04781362109119374,0.37729014615187084,Financial Services,Insurance - Property & Casualty,2.53,42.23,20.41,0.443,0.058,11.44,0.2156862745098038,-0.7776109758945332
FNF,"Fidelity National Financial, Inc.",11.41B,2.08,0.048799999999999996,0.7267,0.04,Quarterly,14.0,22.0,0.049400000000000006,0.0704,SCHD,0.0385,0.04498745363110088,0.03127497562499771,0.07434789622243251,0.0431152684498521,0.02493177544972512,0.0776814691985301,Financial Services,Insurance - Specialty,10.4,54.3,10.21,0.058,0.105,2.87,0.26753246753246746,0.13184961510235937
HRL,Hormel Foods Corporation,11.29B,1.17,0.057,1.8862999999999999,0.013000000000000001,Quarterly,60.0,60.0,0.024700000000000003,0.0383,Aristocrat+King,0.0321,0.042685984504631146,0.022062680299009294,0.07464323756395558,0.03511015247516283,0.01967857136154661,0.07464323756395558,Consumer Defensive,Packaged Foods,0.84,36.33,4.29,-0.672,-0.024,0.62,0.7757009345794394,0.6234620467775582
CLX,The Clorox Company,10.29B,5.00,0.058600000000000006,1.0395,0.0143,Quarterly,49.0,56.0,0.0159,0.020499999999999997,Aristocrat,0.0341,0.045677432363245785,0.03064311226064585,0.07472924324943173,0.04055815853679203,0.0241388381327904,0.07472924324943173,Consumer Defensive,Household & Personal Products,0.67,2221.43,163.76,-0.501,-0.02,4.81,0.7184750733137832,0.4448387726193597
FDS,FactSet Research Systems Inc.,10.13B,4.64,0.0163,0.3055,0.056100000000000004,Quarterly,26.0,28.0,0.0652,0.0729,Aristocrat,0.0104,0.011688310567192117,0.00696098530756925,0.028699492233155835,0.011872878637036769,0.00696098530756925,0.028699492233155835,Financial Services,Financial Data & Stock Exchanges,3.86,77.28,27.03,-0.096,0.064,15.18,0.5673076923076923,0.37287683116317527
FRT,Federal Realty Investment Trust,9.66B,4.64,0.042,0.9357,0.0271,Quarterly,59.0,59.0,0.0167,0.0137,Aristocrat+King,0.0413,0.04761710911641579,0.03555415793009054,0.07199019532276876,0.04850523194993254,0.03479299828016659,0.08265210664335466,Real Estate,REIT - Retail,0.85,134.11,12.55,-0.456,0.072,4.95,0.01694915254237286,-0.1341140262280837
PNR,Pentair plc,8.90B,1.08,0.0194,0.2713,0.0816,Quarterly,49.0,51.0,0.0681,0.060599999999999994,Aristocrat,0.0127,0.015648147195461252,0.008594434390327066,0.027938188944222873,0.019877799549059324,0.008594434390327066,0.04357186152226872,Industrials,Specialty Industrial Machinery,4.54,47.07,17.13,-0.111,-0.17,3.88,0.5275590551181103,-0.024036843106305203
ALV,"Autoliv, Inc.",8.63B,3.48,0.0296,0.4089,0.1797,Quarterly,5.0,30.0,0.0965,0.22920000000000001,SCHD,0.0259,0.031562676846238105,0.0131320163337701,0.05295919466145183,0.03364460134986364,0.006599604566087376,0.08954573067226756,Consumer Cyclical,Auto Parts,3.01,87.53,25.86,-0.375,0.033,8.48,0.14285714285714293,-0.12021546362831351
COLB,"Columbia Banking System, Inc.",8.47B,1.48,0.0493,0.5813,0.0278,Quarterly,3.0,30.0,0.0127,0.0098,SCHD,,0.0646434731534932,0.03615682239072892,0.11096496364577879,0.06032257588697363,0.029093719455826582,0.1220112443203799,Financial Services,Banks - Regional,2.11,,11.03,0.002,0.351,2.54,-0.23735533387973712,-0.18272720826157401
CBSH,"Commerce Bancshares, Inc.",8.11B,1.10,0.0194,0.2696,0.0548,Quarterly,58.0,58.0,0.0581,0.0583,King,0.0178,0.02050061480271115,0.014857452387167545,0.032671896598197046,0.02057893348377551,0.014309089262616637,0.032671896598197046,Financial Services,Banks - Regional,3.94,,14.69,0.012,0.142,4.08,0.08988764044943824,-0.05728836650864263
AOS,A. O. Smith Corporation,7.73B,1.44,0.0253,0.40130000000000005,0.0588,Quarterly,33.0,44.0,0.06269999999999999,0.0672,Aristocrat,0.0182,0.02022287530164834,0.014332781345022607,0.03068287101630585,0.01871277528056482,0.009683908830749629,0.03068287101630585,Industrials,Specialty Industrial Machinery,2.79,36.77,27.13,-0.15,-0.007,3.59,0.39010989010989,0.35201751854930385
NFG,National Fuel Gas Company,7.61B,2.22,0.0277,0.30829999999999996,0.0381,Quarterly,56.0,56.0,0.039599999999999996,0.0391,King,0.0305,0.03464764921360679,0.02229670667122327,0.057398687129540674,0.03958767370064933,0.02229670667122327,0.06497926293362219,Energy,Oil & Gas Integrated,0.99,90.92,19.58,-0.116,0.011,7.18,-0.0918032786885246,-0.3002872507877204
MSA,MSA Safety Incorporated,6.88B,2.16,0.012199999999999999,0.2686,0.0288,Quarterly,56.0,56.0,0.0479,0.042300000000000004,King,0.0122,0.013487434929402369,0.00987060420475148,0.02054997811381635,0.015873343383285967,0.00987060420475148,0.03183850132318066,Industrials,Security & Protection Services,3.59,45.91,23.66,0.403,0.062,8.05,-1.4219044885055794e-16,-0.23141585830958966
MSM,"MSC Industrial Direct Co., Inc.",6.78B,3.48,0.0288,0.8406,0.0235,Quarterly,4.0,24.0,0.0327,0.0301,SCHD,0.037,0.050138007275331034,0.03401948492715031,0.10925852745794952,0.0649010833137346,0.028363292969996692,0.22556059107792403,Industrials,Industrial Distribution,1.27,39.13,16.32,0.411,0.078,4.14,-0.2216216216216216,-0.5562477769318646
UBSI,"United Bankshares, Inc.",6.36B,1.52,0.0323,0.41509999999999997,0.027000000000000003,Quarterly,37.0,43.0,0.0182,0.0166,King,0.0402,0.052659690439631035,0.03688374635533868,0.07802909154228929,0.056674003467522,0.03688374635533868,0.10607487626395874,Financial Services,Banks - Regional,2.3,,9.47,0.122,0.062,3.67,-0.19651741293532332,-0.4300737900312607
BKH,Black Hills Corporation,5.50B,2.81,0.0391,0.7061,0.04,Quarterly,55.0,56.0,0.0366,0.042699999999999995,King,0.0398,0.04667642470721438,0.03492086372244022,0.05941410167448477,0.044532371666067765,0.03376324482751535,0.06560818804210397,Utilities,Utilities - Regulated Gas,-0.74,111.69,7.96,0.316,0.031,3.97,-0.01758793969849244,-0.12198702792663195
RLI,RLI Corp.,5.42B,4.72,0.0799,0.9831,0.7897,Quarterly,52.0,52.0,0.051100000000000007,0.3643,King,0.0086,0.04583757459259193,0.019321939625931418,0.09659329418282483,0.04470087294887509,0.019321939625931418,0.09659329418282483,Financial Services,Insurance - Property & Casualty,2.52,18.19,25.16,0.358,0.152,4.76,8.290697674418604,0.7874371288315232
OZK,Bank OZK,5.21B,1.92,0.04,0.3068,0.0941,Quarterly,28.0,30.0,0.10460000000000001,0.1073,SCHD,0.0333,0.04037935383644304,0.026461312303445058,0.0552248665505194,0.03924474838458987,0.0157300895882559,0.09173782182724927,Financial Services,Banks - Regional,3.44,,11.33,-0.057,-0.021,6.06,0.2012012012012011,0.01924465429129095
MUR,Murphy Oil Corporation,5.19B,1.40,0.0385,0.6915,0.0784,Quarterly,4.0,56.0,0.0855,0.2242,SCHD,0.0304,0.037285965163578655,0.017387380593750328,0.07833599402806496,0.05332630542767882,0.017387380593750328,0.3337140081236365,Energy,Oil & Gas E&P,1.06,41.9,6.46,9.166,0.356,2.02,0.2664473684210526,-0.2780298636624333
NXST,"Nexstar Media Group, Inc.",5.12B,7.44,0.0446,1.3924,0.023399999999999997,Quarterly,12.0,14.0,0.14550000000000002,0.2284,SCHD,0.0296,0.037757126166707504,0.018226004650739622,0.06071497627275262,0.0318946411525168,0.018226004650739622,0.06071497627275262,Communication Services,Broadcasting,3.29,533.79,7.43,0.18,0.622,5.27,0.5067567567567567,0.39835403028137295
MTN,"Vail Resorts, Inc.",5.00B,8.88,0.06309999999999999,2.0373,,Quarterly,,16.0,0.038,0.5878,SCHD,0.0223,0.04765010513644178,0.0029157543929436655,0.09471946350303877,0.040219999474605674,0.0029157543929436655,0.09471946350303877,Consumer Cyclical,Resorts & Casinos,0.97,355.58,16.85,-0.158,-0.07,4.64,1.8295964125560533,0.5688712288482355
MC,Moelis & Company,4.92B,2.60,0.042800000000000005,0.8438,0.0196,Quarterly,1.0,13.0,0.027000000000000003,-0.1563,SCHD,0.0448,0.08242724129234305,0.033507465310729324,0.2375756629113253,0.12114955326517614,0.033507465310729324,0.29928695572811953,Financial Services,Capital Markets,2.59,40.95,41.45,0.171,0.12,2.87,-0.044642857142857026,-0.6467176407467392
RDN,Radian Group Inc.,4.55B,1.02,0.029500000000000002,0.26239999999999997,0.009899999999999999,Quarterly,6.0,34.0,0.0524,0.1399,SCHD,0.0304,0.03778541248756659,0.025866490629176668,0.05819555202562334,0.023352398681930668,0.0006144433830630815,0.05819555202562334,Financial Services,Insurance - Specialty,0.79,27.97,12.03,-0.162,0.935,4.05,-0.029605263157894673,0.26325352704885724
IBOC,International Bancshares Corporation,4.37B,1.46,0.0208,0.21989999999999998,0.0429,Semi-Annual,16.0,31.0,0.050300000000000004,0.0489,SCHD,0.0244,0.030673038059255253,0.01830890383010137,0.04941663120768289,0.03219735540609869,0.01830890383010137,0.10537368014298601,Financial Services,Banks - Regional,5.43,,12.92,-0.043,,6.64,-0.14754098360655746,-0.35398420964536276
FHI,"Federated Hermes, Inc.",4.14B,1.52,0.026099999999999998,0.2826,0.10769999999999999,Quarterly,3.0,29.0,0.09390000000000001,0.0592,SCHD,0.0299,0.04105606631612589,0.02168198794723041,0.09160331723113817,0.05657430081946413,0.02168198794723041,0.13770252981332237,Financial Services,Asset Management,2.81,32.35,31.14,0.193,0.183,5.38,-0.12709030100334454,-0.5386597868299168
CATY,Cathay General Bancorp,4.11B,1.52,0.0246,0.2973,0.0882,Quarterly,,36.0,0.0286,0.036000000000000004,SCHD,0.0321,0.037171229568961454,0.02360823149499078,0.054234155335996855,0.03920994954203905,0.02360823149499078,0.1029281487663798,Financial Services,Banks - Regional,3.88,,11.71,0.245,0.138,5.11,-0.23364485981308403,-0.37260822094083434
CVBF,CVB Financial Corp.,3.95B,0.80,0.0355,0.5582,,Quarterly,,38.0,,0.0213,SCHD,0.0398,0.05036457408273713,0.030843375979574546,0.1029463844530845,0.0470272017135792,0.027480060000989313,0.1029463844530845,Financial Services,Banks - Regional,1.96,,7.65,-0.216,0.42,1.44,-0.10804020100502525,-0.24511774661367317
CNS,"Cohen & Steers, Inc.",3.82B,2.68,0.0362,0.8245,0.0735,Quarterly,3.0,23.0,0.0518,-0.008199999999999999,SCHD,0.0306,0.04604388508213043,0.02347570068092192,0.07845885472669951,0.06666537785422712,0.02347570068092192,0.2067535646442408,Financial Services,Asset Management,-1.0,19.33,27.33,0.319,0.122,3.25,0.18300653594771257,-0.4569895024197386
SIG,Signet Jewelers Limited,3.79B,1.40,0.014199999999999999,0.16010000000000002,0.096,Quarterly,4.0,16.0,0.15460000000000002,0.3064,SCHD,0.0121,0.013583360702198266,0.0020919982460986114,0.025419316645145844,0.03930986888613767,0.0020919982460986114,0.3371073025194174,Consumer Cyclical,Luxury Goods,10.12,66.7,19.86,,-0.005,8.61,0.1735537190082644,-0.6387675562813306
RHI,Robert Half Inc.,3.71B,2.36,0.0637,2.0516,0.026099999999999998,Quarterly,22.0,23.0,0.08070000000000001,0.0978,SCHD,0.0351,0.04385370339082219,0.015103990392573678,0.11181738910323301,0.0349300514960695,0.015103990392573678,0.11181738910323301,Industrials,Staffing & Employment Services,1.12,19.94,9.11,-0.363,-0.024,1.15,0.814814814814815,0.8236446060541261
IPAR,"Interparfums, Inc.",3.60B,3.20,0.0285,0.6117,0.0159,Quarterly,5.0,25.0,0.1045,0.3367,SCHD,0.0215,0.023766992926825645,0.008790969796780365,0.04863303016343821,0.02190803380917065,0.007149344121640086,0.04863303016343821,Consumer Defensive,Household & Personal Products,1.62,15.12,19.11,-0.04,0.021,5.23,0.32558139534883734,0.3008926427742671
AWR,American States Water Company,3.38B,2.18,0.0256,0.5971,0.08259999999999999,Quarterly,72.0,72.0,0.0824,0.08470000000000001,King,0.0206,0.02420424262901059,0.0167319695964084,0.03500762985246939,0.022432689282113692,0.01367211106035105,0.03500762985246939,Utilities,Utilities - Regulated Water,-0.09,81.81,13.67,0.258,0.112,3.66,0.24271844660194178,0.14119175271650145
FG,"F&G Annuities & Life, Inc.",3.00B,1.00,0.0438,0.3299,0.1364,Quarterly,2.0,4.0,,,SCHD,,0.024127403945598626,0.009267855370419097,0.04535835463309662,,,,Financial Services,Insurance - Life,34.06,48.81,9.17,,0.042,3.04,0.8153631488393135,
APAM,Artisan Partners Asset Management Inc.,2.98B,4.03,0.1097,0.9672,0.12890000000000001,Quarterly,2.0,14.0,0.1618,0.002,SCHD,0.077,0.11649293152348883,0.0725173065891975,0.22239526276351246,0.15902729540110705,0.0725173065891975,0.32148514378545934,Financial Services,Asset Management,0.67,57.11,64.55,0.183,0.089,4.17,0.42467532467532476,-0.3101813136964389
CWT,California Water Service Group,2.92B,1.34,0.0282,0.6017,0.1059,Quarterly,59.0,59.0,0.0821,0.0765,King,0.0212,0.026599091858046313,0.017553064292351993,0.037827295727767433,0.024746856423194505,0.015843808685858756,0.037827295727767433,Utilities,Utilities - Regulated Water,-2.9,92.68,7.68,0.314,0.165,2.23,0.330188679245283,0.13953867585254037
ABM,ABM Industries Incorporated,2.90B,1.16,0.023399999999999997,0.42119999999999996,0.0943,Quarterly,59.0,59.0,0.0965,0.0883,King,0.0198,0.0240137912154823,0.01575768817259703,0.036136065246386274,0.02470070665466422,0.01575768817259703,0.050655212676768015,Industrials,Specialty Business Services,2.36,105.13,9.19,0.256,0.042,2.76,0.18181818181818157,-0.0526586819093539
